player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position_x,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain,player_id,first_name,last_name,last_season,current_club_id,player_code,market_value_in_eur,height_in_cm,date_of_birth
Nampalys Mendy,Nice,Ligue_1,36,3240,0,0,0,0.2356604393571615,0.5326541038230062,0.2356604393571615,0.0065461233154767,0.0147959473284168,0.0065461233154767,M,10,18,5,0,6.7154056848958135,7.376081516034901,111051,Nampalys,Mendy,2024,826,nampalys-mendy,2000000.0,168.0,1992-06-23 00:00:00
Lucas Digne,Paris Saint Germain,Ligue_1,15,1270,0,0,1,0.2980751115828752,1.540153358131647,0.2980751115828752,0.0211234331042982,0.1091447261668096,0.0211234331042982,D S,5,8,1,0,4.734026677906513,5.671459965407848,126664,Lucas,Digne,2024,405,lucas-digne,12000000.0,178.0,1993-07-20 00:00:00
Milan Bisevac,Lyon,Ligue_1,13,1081,0,0,1,0.1424833573400974,0.0532043538987636,0.1424833573400974,0.0118626291957527,0.0044295946816732,0.0118626291957527,D,2,1,4,0,1.2045935187488794,1.2045935187488794,24661,Milan,Bisevac,2017,347,milan-bisevac,150000.0,185.0,1983-08-31 00:00:00
Abdelhamid El Kaoutari,Montpellier,Ligue_1,37,3330,0,0,1,0.0,0.7454322860576212,0.0,0.0,0.0201468185420978,0.0,D,0,6,3,0,1.7024368308484554,1.8722819648683071,74615,Abdelhamid,El Kaoutari,2016,595,abdelhamid-el-kaoutari,200000.0,180.0,1990-03-17 00:00:00
Alphonse Areola,SC Bastia,Ligue_1,35,3150,0,0,0,0.0,0.1052592173218727,0.0,0.0,0.0030074062091963,0.0,GK,0,1,1,0,2.030616769567132,2.030616769567132,120629,Alphonse,Areola,2024,379,alphonse-areola,10000000.0,195.0,1993-02-27 00:00:00
Aymen Abdennour,Monaco,Ligue_1,18,1531,0,0,0,0.045181106775999,0.3662995249032974,0.045181106775999,0.0026559762311168,0.0215329570485282,0.0026559762311168,D S,1,3,2,1,4.468082223087549,4.829227428883314,108830,Aymen,Abdennour,2019,3205,aymen-abdennour,200000.0,187.0,1989-08-06 00:00:00
Uros Spajic,Toulouse,Ligue_1,17,1477,0,0,0,0.3356535956263542,0.0439660660922527,0.3356535956263542,0.0204528257321407,0.0026790426190269,0.0204528257321407,D,6,2,1,0,0.5421924311667681,0.5861584972590208,160222,Uros,Spajic,2021,16704,uros-spajic,1500000.0,188.0,1993-02-13 00:00:00
François Moubandje,Toulouse,Ligue_1,31,2704,0,0,2,0.0943846330046653,0.7085918206721544,0.0943846330046653,0.003141500358883,0.023584786930656,0.003141500358883,D S,3,16,4,1,2.4093092177063227,2.9101885370910168,123021,François,Moubandje,2021,1467,francois-moubandje,200000.0,180.0,1990-06-21 00:00:00
Yann Bodiger,Toulouse,Ligue_1,10,900,0,0,1,0.1924792043864727,0.7736888378858566,0.1924792043864727,0.0192479204386472,0.0773688837885856,0.0192479204386472,M,8,4,3,0,1.4583279751241207,1.877840731292963,290533,Yann,Bodiger,2020,2687,yann-bodiger,1400000.0,188.0,1995-02-09 00:00:00
Alexis Blin,Toulouse,Ligue_1,6,332,0,0,0,0.0496752867475152,0.0,0.0496752867475152,0.0134661921905914,0.0,0.0134661921905914,M S,3,0,1,0,0.0322322584688663,0.0819075480103492,236041,Alexis,Blin,2023,1005,alexis-blin,3000000.0,186.0,1996-09-16 00:00:00
Steeve Yago,Toulouse,Ligue_1,14,1133,0,0,0,0.0,0.3723061382770538,0.0,0.0,0.029574185741337,0.0,D S,0,2,2,0,0.874676357023418,1.2469824953004718,170903,Steeve,Yago,2018,415,steeve-yago,800000.0,178.0,1992-12-16 00:00:00
Étienne Didot,Toulouse,Ligue_1,20,1284,0,0,1,0.7204758282750845,2.6449946239590645,0.7204758282750845,0.0505006421688143,0.185396819436383,0.0505006421688143,M S,16,19,4,0,3.39860650151968,4.797959461808205,5672,Étienne,Didot,2018,855,etienne-didot,250000.0,175.0,1983-07-24 00:00:00
Marcel Tisserand,Toulouse,Ligue_1,21,1419,0,0,1,0.5374353621155024,0.6449930677190423,0.5374353621155024,0.0340868094365012,0.0409086512295375,0.0340868094365012,D M S,12,8,3,1,2.35498617682606,3.097155213356018,170463,Marcel,Tisserand,2022,36,marcel-tisserand,2800000.0,190.0,1993-01-10 00:00:00
Gelson Fernandes,Rennes,Ligue_1,33,2799,0,0,0,0.1226976178586483,0.2885756818577647,0.1226976178586483,0.0039452610243938,0.0092789608314393,0.0039452610243938,M S,4,9,9,0,6.039700802415609,6.207546159625053,20081,Gelson,Fernandes,2019,24,gelson-fernandes,1200000.0,180.0,1986-09-02 00:00:00
Ludovic Baal,Lens,Ligue_1,27,2407,0,0,4,0.3778200484812259,1.0224117785692215,0.3778200484812259,0.0141270479282552,0.0382289406195388,0.0141270479282552,D,8,18,2,1,4.631613926962018,5.531783534213901,39913,Ludovic,Baal,2020,3911,ludovic-baal,150000.0,176.0,1986-05-24 00:00:00
Kamil Grosicki,Rennes,Ligue_1,19,827,0,0,3,2.31897440738976,2.552883742377162,2.31897440738976,0.2523672269227066,0.2778228982030769,0.2523672269227066,F M S,21,14,0,0,1.6404994744807482,5.126636913046241,37920,Kamil,Grosicki,2020,984,kamil-grosicki,500000.0,180.0,1988-06-08 00:00:00
Mehdi Zeffane,Lyon,Ligue_1,4,202,0,0,0,0.034655530937016,0.0455500148236751,0.034655530937016,0.0154405830907497,0.0202945610600532,0.0154405830907497,D S,3,1,0,0,0.7074305368587375,0.7636317182332277,118303,Mehdi,Zeffane,2023,3524,mehdi-zeffane,500000.0,176.0,1992-05-19 00:00:00
Johann Carrasso,Metz,Ligue_1,21,1796,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,1,0,0.0980702955275774,0.0980702955275774,57367,Johann,Carrasso,2018,1421,johann-carrasso,500000.0,187.0,1988-05-07 00:00:00
Antoine Conte,Reims,Ligue_1,29,2535,0,0,0,0.3811364462599158,0.5951766120269895,0.3811364462599158,0.013531471464849,0.0211305306045085,0.013531471464849,D,12,6,6,1,4.290414296090603,4.662483109161258,181373,Antoine,Conte,2015,1421,antoine-conte,300000.0,187.0,1994-01-29 00:00:00
Mohamed Fofana,Reims,Ligue_1,13,1092,0,0,0,0.2541015073657036,0.0150569966062903,0.2541015073657036,0.0209424319257448,0.0012409612587601,0.0209424319257448,D S,3,1,4,0,0.8280569277703762,0.8280569277703762,33905,Mohamed,Fofana,2015,1421,mohamed-fofana,250000.0,182.0,1985-03-07 00:00:00
Mohamed Fofana,Reims,Ligue_1,13,1092,0,0,0,0.2541015073657036,0.0150569966062903,0.2541015073657036,0.0209424319257448,0.0012409612587601,0.0209424319257448,D S,3,1,4,0,0.8280569277703762,0.8280569277703762,1391239,Mohamed,Fofana,2024,601,mohamed-fofana,,,2005-12-29 00:00:00
Kossi Agassa,Reims,Ligue_1,17,1440,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK S,0,0,0,0,0.9928086390718818,0.9928086390718818,12028,Kossi,Agassa,2015,1421,kossi-agassa,250000.0,190.0,1978-07-02 00:00:00
Diego Contento,Bordeaux,Ligue_1,25,1981,0,0,3,0.9880796410143377,2.1523172529414296,0.9880796410143377,0.0448900392182182,0.0977832169433259,0.0448900392182182,D M S,17,14,8,0,4.917863328941166,6.41779825091362,39717,Diego,Contento,2019,38,diego-contento,150000.0,177.0,1990-05-01 00:00:00
Clément Chantôme,"Bordeaux,Paris Saint Germain",Ligue_1,19,1309,0,0,2,0.4412361839786172,0.5438030520454049,0.4412361839786172,0.0303370943911959,0.0373890562903639,0.0303370943911959,M S,12,15,5,0,3.617510804906488,4.001774653792381,43458,Clément,Chantôme,2016,273,clement-chantome,700000.0,180.0,1987-09-11 00:00:00
Abdou Traoré,Bordeaux,Ligue_1,17,650,0,0,0,0.222194455564022,0.3943935856223106,0.222194455564022,0.0307653861550184,0.0546083426246276,0.0307653861550184,M S,6,4,1,0,2.1115917144343257,2.333786158822477,42941,Abdou,Traoré,2019,2381,abdou-traore,250000.0,174.0,1988-12-28 00:00:00
Abdou Traoré,Bordeaux,Ligue_1,17,650,0,0,0,0.222194455564022,0.3943935856223106,0.222194455564022,0.0307653861550184,0.0546083426246276,0.0307653861550184,M S,6,4,1,0,2.1115917144343257,2.333786158822477,66415,Abdou,Traoré,2016,40,abdou-traore,475000.0,180.0,1988-01-17 00:00:00
Anthony Lopes,Lyon,Ligue_1,38,3420,0,0,1,0.0,0.6840139627456665,0.0,0.0,0.0180003674406754,0.0,GK,0,1,1,0,3.5626581329852343,4.246672125533223,60561,Anthony,Lopes,2024,995,anthony-lopes,1500000.0,184.0,1990-10-01 00:00:00
Henri Bedimo,Lyon,Ligue_1,27,2159,0,0,4,0.1742394883185625,2.4443185832351446,0.1742394883185625,0.0072633413379669,0.1018937806814094,0.0072633413379669,D S,5,15,3,0,5.990624338388443,7.42436652444303,6803,Henri,Bedimo,2017,244,henri-bedimo,400000.0,180.0,1984-06-04 00:00:00
Rachid Ghezzal,Lyon,Ligue_1,18,571,0,0,2,1.1020301505923271,0.8094968497753143,1.1020301505923271,0.1737000237360935,0.1275914474251809,0.1737000237360935,F M S,10,10,0,0,1.7298312429338694,2.6634272430092096,118287,Rachid,Ghezzal,2024,126,rachid-ghezzal,1000000.0,182.0,1992-05-09 00:00:00
Arnold Mvuemba,Lyon,Ligue_1,20,951,0,0,1,0.3379191290587187,0.7667506393045187,0.3379191290587187,0.0319797283020869,0.0725631519846547,0.0319797283020869,M S,10,16,1,0,3.1157501451671124,3.382250998169184,20622,Arnold,Mvuemba,2016,1158,arnold-mvuemba,200000.0,172.0,1985-01-28 00:00:00
Thiago Motta,Paris Saint Germain,Ligue_1,27,2061,0,0,2,0.412308569997549,3.6524540530517697,0.412308569997549,0.0180047410479279,0.1594958101769331,0.0180047410479279,D M S,4,22,9,0,12.405047783628106,13.188421467319133,7602,Thiago,Motta,2017,583,thiago-motta,1000000.0,187.0,1982-08-28 00:00:00
Layvin Kurzawa,Monaco,Ligue_1,27,2204,0,0,4,2.911326373927295,3.7237161863595247,2.151231254450977,0.1188835633636372,0.152057376031015,0.0878451964158747,D S,32,37,1,0,7.026324393227696,9.459722911939023,126710,Layvin,Kurzawa,2024,2503,layvin-kurzawa,1500000.0,182.0,1992-09-04 00:00:00
Salvatore Sirigu,Paris Saint Germain,Ligue_1,34,3002,0,0,0,0.0,0.0283201411366462,0.0,0.0,0.0008490382086269,0.0,GK,0,1,2,0,3.6133030503988266,3.641623191535473,25508,Salvatore,Sirigu,2023,6646,salvatore-sirigu,275000.0,192.0,1987-01-12 00:00:00
Vincent Koziello,Nice,Ligue_1,7,275,0,0,0,0.0,0.0561121702194213,0.0,0.0,0.0183639829809015,0.0,M S,0,1,3,0,1.1913715964183211,1.247483767569065,290551,Vincent,Koziello,2022,2861,vincent-koziello,250000.0,168.0,1995-10-28 00:00:00
Mouez Hassen,Nice,Ligue_1,30,2700,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,2,0,1.1579227522015572,1.1579227522015572,215677,Mouez,Hassen,2020,3911,mouez-hassen,550000.0,186.0,1995-03-05 00:00:00
Franck Honorat,Nice,Ligue_1,5,106,0,0,0,0.0712614264339208,0.0639119297266006,0.0712614264339208,0.060504984708046,0.0542648459942835,0.060504984708046,F S,2,1,2,0,0.0176525264978408,0.1528258845210075,229006,Franck,Honorat,2024,18,franck-honorat,12000000.0,180.0,1996-08-11 00:00:00
Jean-Louis Leca,SC Bastia,Ligue_1,3,270,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,1,0,0.0192058142274618,0.0192058142274618,27490,Jean-Louis,Leca,2023,826,jean-louis-leca,200000.0,180.0,1985-09-21 00:00:00
Mathieu Peybernes,SC Bastia,Ligue_1,30,2327,0,0,2,0.0620734728872776,0.6531429030001163,0.0620734728872776,0.002400778925593,0.0252612210012937,0.002400778925593,D S,1,6,3,0,1.7147905584424734,1.961643049493432,111026,Mathieu,Peybernes,2017,1245,mathieu-peybernes,500000.0,187.0,1990-10-21 00:00:00
Sébastien Squillaci,SC Bastia,Ligue_1,25,2109,0,0,0,0.9861615337431432,0.0,0.9861615337431432,0.0420837069876163,0.0,0.0420837069876163,D,13,0,6,0,1.1967505551874638,1.2911570854485035,5293,Sébastien,Squillaci,2016,595,sebastien-squillaci,250000.0,185.0,1980-08-11 00:00:00
Alexander Djiku,SC Bastia,Ligue_1,2,180,0,0,0,0.0198571998625993,0.6184054277837276,0.0198571998625993,0.0099285999312996,0.3092027138918638,0.0099285999312996,D,1,2,0,0,0.1292605623602867,0.1292605623602867,250844,Alexander,Djiku,2024,36,alexander-djiku,7500000.0,182.0,1994-08-09 00:00:00
Florian Marange,SC Bastia,Ligue_1,18,1417,0,0,0,0.0252423444762825,0.3308873381465673,0.0252423444762825,0.0016032540598909,0.0210161329803747,0.0016032540598909,D S,2,8,2,0,1.8307563625276089,2.027910307049752,33942,Florian,Marange,2016,595,florian-marange,1000000.0,181.0,1986-03-03 00:00:00
Sadio Diallo,Lorient,Ligue_1,10,326,0,0,0,0.1769027393311262,0.1354694226756692,0.1769027393311262,0.0488381795699428,0.037399533867516,0.0488381795699428,F S,3,4,0,0,0.3496254179626703,0.5681536588817835,137438,Sadio,Diallo,2019,820,sadio-diallo,50000.0,182.0,1990-12-28 00:00:00
Brandão,SC Bastia,Ligue_1,9,578,0,0,0,0.8955387063324451,0.2985897706821561,0.8955387063324451,0.1394437432005537,0.046493216888225,0.1394437432005537,F S,8,7,2,0,0.1713903658092022,1.2177704758942127,14948,,Brandão,2017,2672,brandao,200000.0,189.0,1980-06-16 00:00:00
Abdoulaye Keita,SC Bastia,Ligue_1,5,191,0,0,1,0.1347887124866247,0.5258275866508484,0.1347887124866247,0.0635130058837498,0.2477721612490908,0.0635130058837498,M S,4,1,0,0,0.2645335793495178,0.9092401992529632,93716,Abdoulaye,Keita,2012,40,abdoulaye-keita,300000.0,188.0,1990-08-16 00:00:00
Abdoulaye Keita,SC Bastia,Ligue_1,5,191,0,0,1,0.1347887124866247,0.5258275866508484,0.1347887124866247,0.0635130058837498,0.2477721612490908,0.0635130058837498,M S,4,1,0,0,0.2645335793495178,0.9092401992529632,178019,Abdoulaye,Keita,2018,169,abdoulaye-keita,200000.0,175.0,1994-01-05 00:00:00
Laurent Pionnier,Montpellier,Ligue_1,3,270,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,0,0,0.0313613377511501,0.0313613377511501,5686,Laurent,Pionnier,2017,969,laurent-pionnier,500000.0,183.0,1982-05-24 00:00:00
Daniel Congré,Montpellier,Ligue_1,30,2365,0,0,0,0.2550138775259256,0.3944590203464031,0.2550138775259256,0.0097045450221282,0.0150111255100111,0.0097045450221282,D S,5,6,4,0,3.119949764572084,3.454496338032186,22386,Daniel,Congré,2020,969,daniel-congre,200000.0,185.0,1985-04-05 00:00:00
Jamel Saihi,Montpellier,Ligue_1,21,1472,0,0,0,0.2023405926302075,1.3568194527179005,0.2023405926302075,0.012371367755923,0.0829577111036759,0.012371367755923,M S,9,11,3,0,5.4996234914287925,6.343759191222489,57449,Jamel,Saihi,2016,1420,jamel-saihi,1000000.0,182.0,1987-01-27 00:00:00
Mustapha Yatabaré,Guingamp,Ligue_1,4,238,0,0,0,0.5966981127858162,0.4089065641164779,0.5966981127858162,0.2256421434904346,0.1546285326490883,0.2256421434904346,F S,6,2,0,0,0.0,0.7969856932759285,76386,Mustapha,Yatabaré,2022,2381,mustapha-yatabare,125000.0,186.0,1986-01-26 00:00:00
Ellyes Skhiri,Montpellier,Ligue_1,2,91,0,0,1,0.0185345318168401,0.3546451330184936,0.0185345318168401,0.0183308556430287,0.3507479337545541,0.0183308556430287,D S,1,1,0,0,0.3433689475059509,0.7165486216545105,290587,Ellyes,Skhiri,2024,24,ellyes-skhiri,9000000.0,185.0,1995-05-10 00:00:00
Jonathan Ligali,Montpellier,Ligue_1,6,540,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,1,0,1.3887055069208143,1.3887055069208143,127140,Jonathan,Ligali,2018,969,jonathan-ligali,300000.0,184.0,1991-05-28 00:00:00
Mathieu Deplagne,Montpellier,Ligue_1,30,2065,0,0,1,0.618659894913435,0.8146626651287079,0.618659894913435,0.0269633852504644,0.035505878867595,0.0269633852504644,D M S,9,11,7,0,3.558060565032065,4.3951825350523,127128,Mathieu,Deplagne,2017,1095,mathieu-deplagne,300000.0,183.0,1991-10-01 00:00:00
Vincent Enyeama,Lille,Ligue_1,38,3420,0,0,0,0.0,0.0744069460779428,0.0,0.0,0.0019580775283669,0.0,GK,0,2,2,0,2.2021081019192934,2.2223657090216875,37760,Vincent,Enyeama,2016,1082,vincent-enyeama,200000.0,182.0,1982-08-29 00:00:00
Adama Soumaoro,Lille,Ligue_1,1,90,0,0,0,0.0,0.0622619576752185,0.0,0.0,0.0622619576752185,0.0,D,0,1,0,0,0.0,0.0622619576752185,126673,Adama,Soumaoro,2023,1025,adama-soumaoro,2000000.0,187.0,1992-06-18 00:00:00
Benjamin Pavard,Lille,Ligue_1,8,504,0,0,0,0.0848013358190655,0.0483624152839183,0.0848013358190655,0.0151430956819759,0.0086361455864139,0.0151430956819759,D S,4,1,2,0,1.0677812825888395,1.169720010831952,353366,Benjamin,Pavard,2024,46,benjamin-pavard,30000000.0,186.0,1996-03-28 00:00:00
Benjamin Mendy,Marseille,Ligue_1,33,2921,0,0,3,0.9804719062522054,3.1432502772659063,0.9804719062522054,0.0302096787273873,0.0968478346298978,0.0302096787273873,D M,21,37,7,0,10.845807529985905,13.880190953612328,157495,Benjamin,Mendy,2023,1158,benjamin-mendy,2000000.0,185.0,1994-07-17 00:00:00
Rémy Riou,Nantes,Ligue_1,32,2880,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,2,0,0.8867646222934127,0.8867646222934127,18940,Rémy,Riou,2023,1041,remy-riou,250000.0,191.0,1987-08-06 00:00:00
Youssouf Sabaly,Evian Thonon Gaillard,Ligue_1,28,2476,0,0,1,0.403940325602889,1.9274783786386247,0.403940325602889,0.0146828066656946,0.0700618150555235,0.0146828066656946,D,16,17,3,0,2.3568650605157018,4.088766932487488,135492,Youssouf,Sabaly,2024,150,youssouf-sabaly,2000000.0,173.0,1993-03-05 00:00:00
Rémi Gomis,Nantes,Ligue_1,20,1271,0,0,0,0.1355068739503622,0.0458873333409428,0.1355068739503622,0.0095952939854701,0.0032492997645042,0.0095952939854701,M S,4,3,8,0,1.8214625706896184,1.8768201153725383,51283,Rémi,Gomis,2015,995,remi-gomis,250000.0,180.0,1984-02-14 00:00:00
Ermir Lenjani,Rennes,Ligue_1,3,67,0,0,0,0.0,0.0361939556896686,0.0,0.0,0.0486187464488086,0.0,M S,0,1,0,0,0.0076144393533468,0.0438083950430154,66052,Ermir,Lenjani,2022,24245,ermir-lenjani,175000.0,175.0,1989-08-05 00:00:00
Léo Dubois,Nantes,Ligue_1,2,89,0,0,0,0.0,0.1176250502467155,0.0,0.0,0.1189466800247685,0.0,D S,0,2,0,0,0.1342806071043014,0.1944665312767028,236400,Léo,Dubois,2024,7160,leo-dubois,2500000.0,178.0,1994-09-14 00:00:00
Jules Iloki,Nantes,Ligue_1,2,24,0,0,0,0.0,0.1772514581680297,0.0,0.0,0.6646929681301117,0.0,S,0,2,0,0,0.0,0.1772514581680297,227240,Jules,Iloki,2017,995,jules-iloki,250000.0,172.0,1992-01-14 00:00:00
Maxime Dupé,Nantes,Ligue_1,6,540,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,0,0,0.873681852594018,0.873681852594018,127188,Maxime,Dupé,2024,417,maxime-dupe,1200000.0,188.0,1993-03-04 00:00:00
Birama Touré,Nantes,Ligue_1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0.0,0.0,229853,Birama,Touré,2022,290,birama-toure,1800000.0,183.0,1992-06-06 00:00:00
Danijel Subasic,Monaco,Ligue_1,37,3330,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,4,0,3.1714380150660872,3.1714380150660872,27941,Danijel,Subasic,2019,162,danijel-subasic,50000.0,191.0,1984-10-27 00:00:00
Andrea Raggi,Monaco,Ligue_1,27,2378,0,0,1,0.6171831414103508,0.6105247884988785,0.6171831414103508,0.0233584872695254,0.0231064890516816,0.0233584872695254,D,8,5,8,0,2.2144977394491434,2.3204454202204943,28845,Andrea,Raggi,2018,162,andrea-raggi,250000.0,187.0,1984-06-24 00:00:00
Ricardo Carvalho,Monaco,Ligue_1,25,1994,0,0,1,0.2249625343829393,0.6767968591302633,0.2249625343829393,0.0101537753733523,0.0305475011643549,0.0101537753733523,D S,4,4,2,1,4.597103474661708,5.273900296539068,9828,Ricardo,Carvalho,2015,162,ricardo-carvalho,100000.0,182.0,1978-05-18 00:00:00
Jérémy Toulalan,Monaco,Ligue_1,28,2450,0,0,1,0.24205382168293,0.861738907173276,0.24205382168293,0.0088917730414137,0.0316557149573856,0.0088917730414137,D M,10,11,6,0,5.623416675254703,6.425152933225036,5513,Jérémy,Toulalan,2017,40,jeremy-toulalan,2000000.0,183.0,1983-09-10 00:00:00
Tiemoué Bakayoko,Monaco,Ligue_1,12,833,0,0,0,0.1892060823738575,0.0916201639920473,0.1892060823738575,0.0204424338699245,0.0098989372860555,0.0204424338699245,M S,4,3,3,1,1.1445275098085403,1.3118459675461054,182618,Tiemoué,Bakayoko,2024,1091,tiemoue-bakayoko,1500000.0,189.0,1994-08-17 00:00:00
Dusan Veskovac,Toulouse,Ligue_1,13,1055,0,0,0,0.0,0.0850294791162014,0.0,0.0,0.0072536996402446,0.0,D,0,2,1,0,1.1691381335258484,1.2219297885894775,28705,Dusan,Veskovac,2016,415,dusan-veskovac,200000.0,187.0,1986-03-16 00:00:00
Mouhamadou Dabo,Lyon,Ligue_1,13,1034,0,0,0,0.1099684871733188,0.8478871267288923,0.1099684871733188,0.009571725189167,0.0738006203148939,0.009571725189167,D,6,9,5,0,1.7390866614878178,2.618031054735184,33914,Mouhamadou,Dabo,2018,1162,mouhamadou-dabo,500000.0,176.0,1986-11-28 00:00:00
Fabien Camus,Evian Thonon Gaillard,Ligue_1,19,867,0,0,0,0.3671956015750766,0.6991878096014261,0.3671956015750766,0.0381171904749214,0.0725800494395944,0.0381171904749214,M S,13,12,3,0,1.0069333082064986,1.4880104176700115,22377,Fabien,Camus,2017,354,fabien-camus,250000.0,176.0,1985-02-28 00:00:00
Benjamin Lecomte,Lorient,Ligue_1,38,3418,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,3,0,2.746458853594959,2.746458853594959,127181,Benjamin,Lecomte,2024,969,benjamin-lecomte,2000000.0,186.0,1991-04-26 00:00:00
Lindsay Rose,Lyon,Ligue_1,15,1209,0,0,0,0.0295080626383423,0.0213608648627996,0.0295080626383423,0.0021966299730775,0.0015901388235334,0.0021966299730775,D S,2,1,3,1,2.0000724848359823,2.038542190566659,135490,Lindsay,Rose,2024,605,lindsay-rose,200000.0,184.0,1992-02-08 00:00:00
Walid Mesloub,Lorient,Ligue_1,32,2564,0,0,4,2.702429734170437,5.10534830018878,2.702429734170437,0.0948590780325036,0.1792048935323674,0.0948590780325036,F M S,43,79,1,1,6.193488381803036,10.071896929293873,98315,Walid,Mesloub,2016,1158,walid-mesloub,475000.0,180.0,1985-09-04 00:00:00
Alain Traoré,"Lorient,Monaco",Ligue_1,4,72,0,0,0,0.0437501203268766,0.0,0.0437501203268766,0.0546876504085958,0.0,0.0546876504085958,S,2,0,0,0,0.3767018243670463,0.420451944693923,43242,Alain,Traoré,2016,3205,alain-traore,150000.0,176.0,1988-12-31 00:00:00
Marvin Gakpa,Lorient,Ligue_1,2,32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0.0,0.0,170976,Marvin,Gakpa,2019,347,marvin-gakpa,450000.0,182.0,1993-11-01 00:00:00
Jonas Lössl,Guingamp,Ligue_1,30,2690,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,0,0,1.8405335824936628,1.8405335824936628,48870,Jonas,Lössl,2024,865,jonas-lossl,200000.0,195.0,1989-02-01 00:00:00
Christophe Kerbrat,Guingamp,Ligue_1,32,2404,0,0,0,0.2481444431468844,0.3881484195590019,0.2481444431468844,0.009289933395682,0.0145313468220924,0.009289933395682,D M S,5,5,1,2,2.931629705708474,2.973545510787517,138049,Christophe,Kerbrat,2018,855,christophe-kerbrat,100000.0,183.0,1986-08-02 00:00:00
Benjamin Angoua,Guingamp,Ligue_1,21,1534,0,0,0,0.3066684417426586,0.0478594452142715,0.3066684417426586,0.0179922814581742,0.002807920514527,0.0179922814581742,D S,4,1,5,1,0.8323910385370255,0.8323910385370255,55046,Benjamin,Angoua,2018,2672,benjamin-angoua,100000.0,183.0,1986-11-28 00:00:00
Yannis Salibur,Guingamp,Ligue_1,5,37,0,0,0,0.072062499821186,0.0,0.072062499821186,0.1752871617272093,0.0,0.1752871617272093,S,1,0,0,0,0.0,0.0,79893,Yannis,Salibur,2021,6646,yannis-salibur,225000.0,177.0,1991-01-24 00:00:00
Marcus Coco,Guingamp,Ligue_1,3,177,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,M S,0,0,2,0,0.2277238070964813,0.2277238070964813,353365,Marcus,Coco,2024,995,marcus-coco,1500000.0,184.0,1996-06-24 00:00:00
Julien Cardy,Guingamp,Ligue_1,2,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,1,0,0.0,0.0,6980,Julien,Cardy,2015,855,julien-cardy,250000.0,176.0,1981-09-29 00:00:00
Reynald Lemaître,Guingamp,Ligue_1,15,1195,0,0,1,0.6685597561299801,0.3298438126221299,0.6685597561299801,0.0503517807964001,0.0248417934192399,0.0503517807964001,D S,3,2,3,0,0.8091041343286633,0.8228592993691564,22635,Reynald,Lemaître,2016,855,reynald-lemaitre,250000.0,175.0,1983-06-28 00:00:00
Maxime Baca,Guingamp,Ligue_1,14,1090,0,0,0,0.0102639477699995,0.1300136651843786,0.0102639477699995,0.0008474819259632,0.0107350732721046,0.0008474819259632,D S,1,3,0,0,1.1714880419895053,1.2175943357869985,51030,Maxime,Baca,2015,855,maxime-baca,500000.0,174.0,1983-06-02 00:00:00
Laurent Dos Santos,Guingamp,Ligue_1,10,503,0,0,1,0.0726832915097475,0.0427720621228218,0.0726832915097475,0.013004962695581,0.0076530528649184,0.013004962695581,D M S,3,1,1,0,0.0971069075167179,0.212562259286642,274571,Laurent,Dos Santos,2015,855,laurent-dos-santos,250000.0,177.0,1993-03-21 00:00:00
Stéphane Ruffier,Saint-Etienne,Ligue_1,38,3420,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,1,0,2.956484157592058,2.956484157592058,39910,Stéphane,Ruffier,2019,618,stephane-ruffier,2000000.0,188.0,1986-09-27 00:00:00
Kévin Théophile-Catherine,Saint-Etienne,Ligue_1,31,2703,0,0,0,0.5038301264867187,1.0221934281289575,0.5038301264867187,0.0167756978852403,0.0340352972739941,0.0167756978852403,D M S,16,12,2,0,5.146531689912081,6.474974248558283,60603,Kévin,Théophile-Catherine,2017,618,kevin-theophile-catherine,500000.0,183.0,1989-10-28 00:00:00
Vincent Pajot,Rennes,Ligue_1,23,1636,0,0,1,0.3031973280012607,0.5057987561449409,0.3031973280012607,0.0166795596088713,0.0278251149468488,0.0166795596088713,M S,12,7,1,0,2.835802054964006,3.4493666691705585,126699,Vincent,Pajot,2021,347,vincent-pajot,400000.0,180.0,1990-08-19 00:00:00
